user_id,age,gender,height_cm,weight_kg,bmi,goal,activity_level,equipment_access,sleep_hours,days_since_last_workout,weekly_workouts,completion_rate,recovery_score,recommended_workout,intensity_level,estimated_duration_min,estimated_calories,completed_workout
U2657,28,Male,195,83.7,22,Improve Fitness,Intermediate,Home,7.6,7,0,0.44,78,Full Body,2,47,427,0
U2658,24,Male,157,56.2,22.8,Build Muscle,Beginner,Home,6.3,2,0,0.58,66,Lower Body,1,48,497,1
U2659,45,Male,163,69.3,26.1,Improve Fitness,Beginner,Mixed,5.7,10,4,0.65,71,Full Body,1,59,408,0
U2660,24,Female,150,44.8,19.9,Improve Fitness,Intermediate,Gym,9.1,4,3,0.57,61,Lower Body,2,62,661,1
U2661,21,Male,159,51.6,20.4,Build Muscle,Beginner,Mixed,9.1,9,1,0.82,57,Pull,1,54,444,1
U2662,34,Male,184,98.5,29.1,Improve Fitness,Beginner,Gym,7.3,8,4,0.77,66,Cardio,1,39,306,1
U2663,20,Female,175,65.5,21.4,Lose Weight,Intermediate,Gym,7.5,3,6,0.62,99,Cardio,2,38,307,1
U2664,34,Male,162,50.4,19.2,Build Muscle,Intermediate,Gym,8.8,6,4,0.7,76,Full Body,2,54,421,1
U2665,20,Male,159,70.8,28,Improve Fitness,Intermediate,Home,6.4,6,4,0.88,31,Cardio,2,45,501,1
U2666,31,Female,157,53,21.5,Build Muscle,Intermediate,Mixed,6.1,6,3,0.49,68,Pull,2,47,380,1
U2667,18,Female,184,88.4,26.1,Build Muscle,Beginner,Gym,7.9,8,0,0.76,62,Legs,1,62,516,1
U2668,25,Male,187,90.9,26,Gain Strength,Intermediate,Gym,7.2,4,1,0.89,83,Pull,2,67,450,1
U2669,39,Female,184,83.3,24.6,Gain Strength,Advanced,Gym,6.1,7,4,0.6,63,Lower Body,3,46,335,1
U2670,44,Female,161,60.1,23.2,Lose Weight,Beginner,Home,7.4,10,1,0.85,71,Cardio,1,50,404,1
U2671,45,Female,169,70.3,24.6,Lose Weight,Advanced,Gym,7.3,8,3,0.63,58,Lower Body,3,40,387,1
U2672,42,Male,185,58.5,17.1,Improve Fitness,Intermediate,Mixed,6.3,7,3,0.81,61,Cardio,2,33,335,1
U2673,38,Female,162,61.7,23.5,Build Muscle,Intermediate,Gym,7.6,1,1,0.81,55,Push,2,51,386,1
U2674,39,Male,172,84.9,28.7,Gain Strength,Intermediate,Mixed,8.3,10,3,0.52,59,Lower Body,2,60,532,0
U2675,30,Female,195,112.2,29.5,Lose Weight,Beginner,Gym,6.9,7,3,0.32,51,Cardio,1,46,303,0
U2676,40,Female,159,59.4,23.5,Build Muscle,Intermediate,Gym,5.8,2,5,0.65,72,Pull,2,51,363,1
U2677,20,Male,166,84.3,30.6,Build Muscle,Intermediate,Gym,6.8,0,2,0.91,93,Upper Body,2,50,522,1
U2678,36,Male,155,73.3,30.5,Improve Fitness,Beginner,Home,7.4,1,0,0.37,78,Full Body,1,40,329,0
U2679,36,Male,192,106.5,28.9,Build Muscle,Intermediate,Gym,7,7,6,1,84,Legs,2,61,505,1
U2680,20,Male,156,65.5,26.9,Build Muscle,Beginner,Home,8.3,4,3,0.78,34,Pull,1,66,480,1
U2681,24,Male,181,73.4,22.4,Gain Strength,Intermediate,Gym,8.4,5,1,0.57,68,Upper Body,2,58,663,1
U2682,33,Male,168,56.7,20.1,Build Muscle,Intermediate,Home,9.1,10,5,1,58,Push,2,54,355,1
U2683,20,Male,185,85.9,25.1,Gain Strength,Beginner,Mixed,6.4,7,0,0.83,79,Legs,1,51,560,1
U2684,45,Male,174,84.5,27.9,Lose Weight,Intermediate,Mixed,7.5,0,0,1,56,Recovery,2,21,161,1
U2685,35,Female,183,57.9,17.3,Build Muscle,Beginner,Mixed,6.7,8,0,0.44,49,Push,1,47,347,0
U2686,39,Male,189,72.5,20.3,Gain Strength,Beginner,Gym,6.1,3,5,0.55,79,Legs,1,57,631,1
U2687,18,Male,158,55.9,22.4,Improve Fitness,Intermediate,Gym,6.9,1,2,0.88,60,Lower Body,2,51,563,1
U2688,25,Male,155,56.2,23.4,Build Muscle,Beginner,Gym,7.5,3,5,0.37,36,Upper Body,1,46,402,1
U2689,34,Female,158,64.9,26,Build Muscle,Intermediate,Gym,7.6,4,1,1,74,Upper Body,2,40,405,1
U2690,30,Female,177,87.4,27.9,Lose Weight,Advanced,Gym,6.9,7,3,0.77,97,Lower Body,3,53,488,1
U2691,39,Female,151,38.8,17,Build Muscle,Intermediate,Mixed,7.6,10,1,1,76,Legs,2,58,505,1
U2692,44,Male,186,108.6,31.4,Gain Strength,Beginner,Home,6.4,1,3,0.71,72,Lower Body,1,62,569,1
U2693,37,Male,179,54.5,17,Build Muscle,Intermediate,Mixed,5.8,9,4,0.52,84,Push,2,60,486,1
U2694,37,Female,174,85.4,28.2,Build Muscle,Intermediate,Gym,7.5,8,2,0.87,69,Full Body,2,40,414,1
U2695,21,Female,171,86.3,29.5,Lose Weight,Intermediate,Home,7.1,2,4,0.73,68,Recovery,2,31,213,1
U2696,21,Female,183,91.8,27.4,Lose Weight,Beginner,Home,6.6,0,0,0.9,55,Full Body,1,48,539,1
U2697,35,Female,172,58.9,19.9,Lose Weight,Advanced,Home,7.9,10,0,0.7,65,Lower Body,3,50,483,1
U2698,20,Female,190,101.8,28.2,Build Muscle,Beginner,Home,6.4,0,3,0.68,92,Upper Body,1,46,438,1
U2699,44,Male,190,111.9,31,Lose Weight,Beginner,Mixed,8.8,0,6,0.67,90,Recovery,1,26,253,1
U2700,31,Male,166,56.5,20.5,Gain Strength,Intermediate,Gym,6.1,7,6,0.3,97,Upper Body,2,42,407,0
U2701,26,Female,175,64,20.9,Improve Fitness,Advanced,Gym,7,6,5,0.56,82,Upper Body,3,55,414,1
U2702,38,Female,166,63.1,22.9,Improve Fitness,Beginner,Gym,5.7,1,2,0.8,50,Full Body,1,57,560,1
U2703,45,Female,182,69.6,21,Build Muscle,Beginner,Home,4.8,3,5,0.46,74,Full Body,1,57,432,1
U2704,30,Female,183,56.9,17,Build Muscle,Beginner,Mixed,5.5,7,3,0.72,63,Pull,1,54,589,1
U2705,31,Male,192,121.3,32.9,Gain Strength,Beginner,Gym,9.1,6,4,0.56,80,Upper Body,1,49,514,1
U2706,29,Male,188,97.5,27.6,Build Muscle,Beginner,Gym,6.4,0,0,0.45,71,Legs,1,63,556,1
U2707,25,Female,159,60.2,23.8,Gain Strength,Intermediate,Gym,6.6,5,5,0.8,60,Legs,2,58,539,1
U2708,29,Male,172,58.3,19.7,Build Muscle,Beginner,Home,7.2,0,2,0.79,54,Full Body,1,57,622,1
U2709,22,Female,188,100.4,28.4,Build Muscle,Intermediate,Home,5.2,3,6,0.62,68,Pull,2,47,518,1
U2710,21,Male,165,59.4,21.8,Gain Strength,Intermediate,Gym,6.5,2,3,1,59,Pull,2,58,639,1
U2711,43,Female,157,85.8,34.8,Gain Strength,Intermediate,Gym,7.6,8,1,0.74,79,Legs,2,53,458,1
U2712,19,Male,187,122.7,35.1,Build Muscle,Beginner,Gym,6,4,2,0.52,60,Lower Body,1,53,380,0
U2713,23,Male,176,76.2,24.6,Lose Weight,Beginner,Gym,5.2,1,6,0.72,97,Cardio,1,40,433,1
U2714,23,Female,166,69.2,25.1,Improve Fitness,Beginner,Gym,6.8,8,2,0.61,85,Cardio,1,42,392,1
U2715,20,Female,165,57.2,21,Build Muscle,Intermediate,Mixed,9.1,9,2,1,75,Full Body,2,41,414,1
U2716,44,Male,158,61.2,24.5,Improve Fitness,Intermediate,Gym,8.2,3,5,0.92,59,Lower Body,2,56,621,1
U2717,34,Male,169,63.7,22.3,Lose Weight,Advanced,Gym,5.6,4,5,0.79,81,Cardio,3,41,442,1
U2718,22,Male,165,51.2,18.8,Build Muscle,Beginner,Gym,6.6,5,3,0.48,58,Pull,1,48,453,1
U2719,41,Female,190,96.7,26.8,Build Muscle,Advanced,Gym,6.3,3,5,0.67,47,Pull,3,70,683,1
U2720,23,Female,180,82,25.3,Build Muscle,Intermediate,Gym,7.1,6,1,0.59,69,Upper Body,2,65,685,1
U2721,32,Male,160,64.8,25.3,Lose Weight,Intermediate,Gym,6.2,9,0,0.45,99,Full Body,2,59,456,1
U2722,36,Male,170,63,21.8,Lose Weight,Intermediate,Gym,7,7,0,0.9,100,Lower Body,2,40,348,1
U2723,27,Female,188,68.2,19.3,Gain Strength,Intermediate,Gym,7.6,3,0,0.59,63,Pull,2,50,486,1
U2724,41,Male,185,73.6,21.5,Lose Weight,Intermediate,Mixed,5.9,4,5,0.71,49,Cardio,2,35,296,1
U2725,25,Male,167,79.5,28.5,Build Muscle,Intermediate,Home,7.2,4,3,0.8,65,Upper Body,2,62,448,1
U2726,43,Female,184,77.9,23,Lose Weight,Beginner,Mixed,7.4,8,5,0.51,66,Cardio,1,32,252,1
U2727,19,Male,184,70.8,20.9,Build Muscle,Beginner,Gym,6.1,8,5,0.34,92,Legs,1,62,615,1
U2728,20,Female,183,72.3,21.6,Build Muscle,Intermediate,Gym,8.4,6,6,0.91,52,Push,2,52,459,1
U2729,34,Female,191,72.6,19.9,Lose Weight,Intermediate,Gym,9.5,0,2,1,71,Cardio,2,33,254,1
U2730,35,Female,151,58.4,25.6,Gain Strength,Intermediate,Mixed,6.4,5,0,0.8,61,Push,2,56,527,1
U2731,20,Female,191,62,17,Build Muscle,Beginner,Gym,5.6,9,3,0.72,55,Push,1,57,492,1
U2732,20,Male,178,76.7,24.2,Lose Weight,Intermediate,Gym,5.9,10,4,0.58,84,Full Body,2,47,479,1
U2733,42,Female,178,80.8,25.5,Lose Weight,Advanced,Gym,7.1,7,1,0.88,79,Full Body,3,56,568,1
U2734,24,Female,192,112.8,30.6,Lose Weight,Beginner,Gym,6.6,6,3,0.64,52,Cardio,1,36,246,1
U2735,32,Female,156,55.2,22.7,Gain Strength,Beginner,Home,8.2,5,1,0.95,86,Pull,1,62,678,1
U2736,31,Female,180,55.1,17,Build Muscle,Beginner,Gym,8.3,8,4,0.39,85,Pull,1,62,403,1
U2737,26,Male,181,75.4,23,Gain Strength,Advanced,Gym,7.9,3,5,0.48,89,Upper Body,3,62,438,1
U2738,38,Male,180,59.3,18.3,Improve Fitness,Beginner,Home,6.4,4,0,0.54,45,Full Body,1,52,359,0
U2739,32,Male,158,62.2,24.9,Lose Weight,Beginner,Gym,9.1,3,0,1,73,Cardio,1,44,359,1
U2740,32,Female,186,101,29.2,Lose Weight,Beginner,Home,7.4,9,4,0.81,66,Cardio,1,34,366,1
U2741,43,Female,176,78.4,25.3,Lose Weight,Intermediate,Home,7.7,8,5,0.62,70,Cardio,2,43,463,1
U2742,45,Female,176,75.3,24.3,Improve Fitness,Beginner,Gym,8,1,1,0.53,71,Cardio,1,41,287,1
U2743,37,Female,188,114.9,32.5,Lose Weight,Intermediate,Home,8.4,1,0,0.96,72,Full Body,2,58,490,1
U2744,23,Male,157,63.6,25.8,Gain Strength,Intermediate,Gym,8.2,1,3,1,42,Lower Body,2,62,463,1
U2745,21,Male,154,45.1,19,Lose Weight,Advanced,Gym,8.5,9,0,0.67,61,Lower Body,3,45,427,1
U2746,41,Female,173,57.5,19.2,Lose Weight,Beginner,Gym,6.5,6,6,0.47,100,Lower Body,1,60,436,1
U2747,28,Female,156,59.4,24.4,Lose Weight,Beginner,Mixed,7,2,2,0.83,86,Full Body,1,48,508,1
U2748,23,Male,175,87.3,28.5,Gain Strength,Beginner,Gym,8.3,3,4,0.61,67,Legs,1,69,558,1
U2749,21,Female,174,83.9,27.7,Build Muscle,Beginner,Gym,6.5,7,4,0.72,77,Pull,1,63,505,1
U2750,43,Female,158,69.4,27.8,Lose Weight,Advanced,Gym,5.1,9,4,0.85,68,Lower Body,3,50,487,1
U2751,42,Male,176,85.2,27.5,Lose Weight,Beginner,Mixed,8,3,4,1,92,Full Body,1,40,391,1
U2752,40,Female,150,68,30.2,Gain Strength,Beginner,Gym,8.7,2,5,0.77,72,Push,1,61,643,1
U2753,19,Female,193,105,28.2,Improve Fitness,Beginner,Gym,7.9,5,2,0.66,78,Recovery,1,23,168,1
U2754,42,Female,159,61.7,24.4,Gain Strength,Intermediate,Gym,6.2,4,1,0.95,72,Upper Body,2,51,559,1
U2755,20,Male,192,122,33.1,Gain Strength,Beginner,Gym,5.3,5,3,0.62,72,Lower Body,1,51,380,1
U2756,35,Male,162,76.9,29.3,Lose Weight,Beginner,Mixed,7.5,2,2,0.78,55,Lower Body,1,52,561,1
U2757,39,Male,151,44.7,19.6,Lose Weight,Beginner,Gym,7.5,4,1,0.47,64,Full Body,1,60,504,1
U2758,36,Female,188,94,26.6,Build Muscle,Beginner,Gym,6,3,4,1,90,Pull,1,62,591,1
U2759,18,Male,169,51.1,17.9,Build Muscle,Intermediate,Mixed,6.1,4,0,0.31,60,Pull,2,58,463,0
U2760,34,Male,165,75.4,27.7,Build Muscle,Intermediate,Gym,6.6,8,3,0.8,49,Legs,2,70,555,1
U2761,27,Male,185,95.5,27.9,Build Muscle,Advanced,Mixed,6.5,8,2,0.72,70,Pull,3,45,511,1
U2762,45,Female,188,67.9,19.2,Build Muscle,Advanced,Gym,5.8,10,6,0.89,77,Push,3,54,376,1
U2763,45,Female,175,88.5,28.9,Build Muscle,Beginner,Gym,7.5,8,4,0.75,46,Push,1,55,618,1
U2764,24,Female,168,66,23.4,Gain Strength,Intermediate,Gym,7.1,6,4,1,82,Lower Body,2,54,355,1
U2765,40,Male,179,99.3,31,Gain Strength,Advanced,Gym,7.8,6,4,0.59,73,Push,3,47,493,1
U2766,26,Female,156,62.1,25.5,Build Muscle,Intermediate,Gym,6.1,6,5,0.65,68,Pull,2,61,425,1
U2767,33,Female,166,86,31.2,Lose Weight,Intermediate,Gym,4.8,4,5,0.94,57,Cardio,2,49,534,1
U2768,26,Female,151,42.6,18.7,Lose Weight,Intermediate,Gym,8.4,9,6,0.85,90,Recovery,2,35,385,1
U2769,23,Female,154,66.2,27.9,Lose Weight,Intermediate,Home,9.4,5,6,0.82,69,Full Body,2,44,404,1
U2770,45,Female,177,81.1,25.9,Gain Strength,Intermediate,Mixed,8.5,4,4,0.58,62,Lower Body,2,60,476,1
U2771,25,Female,185,79.4,23.2,Improve Fitness,Intermediate,Gym,4.8,8,2,0.74,43,Full Body,2,42,352,0
U2772,28,Male,189,88.2,24.7,Lose Weight,Beginner,Gym,8.1,8,6,0.63,97,Cardio,1,44,482,1
U2773,30,Female,176,57,18.4,Build Muscle,Advanced,Home,8.4,3,2,0.84,46,Pull,3,53,502,1
U2774,41,Male,164,96.6,35.9,Build Muscle,Beginner,Mixed,7,3,1,0.56,50,Pull,1,68,742,1
U2775,44,Male,178,74.8,23.6,Build Muscle,Advanced,Gym,7,6,1,0.74,67,Upper Body,3,50,335,1
U2776,37,Female,181,89.1,27.2,Build Muscle,Intermediate,Home,6.7,5,4,0.37,69,Pull,2,61,575,1
U2777,45,Male,178,53.9,17,Gain Strength,Intermediate,Mixed,7.5,0,6,0.54,74,Upper Body,2,49,383,1
U2778,22,Male,180,97.2,30,Lose Weight,Beginner,Gym,6.1,7,2,0.91,65,Cardio,1,32,332,1
U2779,19,Male,152,73.7,31.9,Lose Weight,Beginner,Mixed,6.7,0,6,0.57,82,Full Body,1,56,437,1
U2780,25,Female,191,82.8,22.7,Gain Strength,Beginner,Gym,6.2,2,1,0.63,71,Lower Body,1,64,420,1
U2781,19,Female,179,96.4,30.1,Build Muscle,Advanced,Home,5,1,0,0.72,81,Upper Body,3,59,609,1
U2782,34,Female,170,73.1,25.3,Improve Fitness,Beginner,Gym,8.5,5,4,0.71,69,Full Body,1,52,460,1
U2783,31,Male,182,89.4,27,Lose Weight,Intermediate,Gym,7.2,10,0,0.65,79,Cardio,2,48,443,1
U2784,22,Male,173,65.2,21.8,Gain Strength,Beginner,Gym,6.4,9,4,0.62,92,Pull,1,52,527,1
U2785,36,Male,181,55.7,17,Lose Weight,Beginner,Gym,7.5,4,6,0.73,46,Full Body,1,57,442,1
U2786,29,Male,163,68.5,25.8,Improve Fitness,Intermediate,Gym,7.6,4,3,0.83,32,Full Body,2,57,581,1
U2787,28,Male,166,83.2,30.2,Lose Weight,Advanced,Mixed,6.3,0,1,0.84,83,Cardio,3,39,432,1
U2788,25,Female,191,75.9,20.8,Build Muscle,Beginner,Gym,7.8,10,5,0.65,40,Upper Body,1,43,298,1
U2789,24,Female,154,69.7,29.4,Lose Weight,Beginner,Gym,6.2,8,2,0.57,65,Cardio,1,40,415,1
U2790,29,Male,194,96.3,25.6,Build Muscle,Intermediate,Gym,7,9,6,0.82,51,Upper Body,2,51,463,1
U2791,45,Male,174,64.8,21.4,Lose Weight,Intermediate,Gym,7,8,1,1,70,Recovery,2,23,212,1
U2792,40,Male,153,68.1,29.1,Improve Fitness,Advanced,Gym,7.1,4,6,0.63,68,Full Body,3,59,586,1
U2793,29,Female,165,64.8,23.8,Improve Fitness,Intermediate,Mixed,7.8,1,1,0.97,77,Full Body,2,55,556,1
U2794,20,Male,165,80.3,29.5,Build Muscle,Advanced,Gym,6,3,6,0.65,61,Push,3,46,367,1
U2795,32,Female,184,87.3,25.8,Build Muscle,Intermediate,Mixed,6.7,9,5,0.85,58,Pull,2,58,445,1
U2796,43,Female,170,71.4,24.7,Improve Fitness,Beginner,Home,7.9,2,4,0.35,100,Cardio,1,43,369,1
U2797,39,Male,189,83.2,23.3,Improve Fitness,Intermediate,Gym,4.9,1,5,0.75,72,Upper Body,2,64,648,1
U2798,38,Male,160,62,24.2,Gain Strength,Beginner,Home,8.2,6,4,0.85,76,Push,1,65,553,1
U2799,38,Female,189,94.3,26.4,Lose Weight,Beginner,Gym,7,8,1,1,49,Full Body,1,42,321,1
U2800,39,Female,181,82.2,25.1,Build Muscle,Beginner,Home,7.2,0,5,0.87,59,Push,1,65,532,1
U2801,33,Male,166,47.4,17.2,Gain Strength,Intermediate,Mixed,7.3,2,4,0.77,94,Pull,2,70,803,1
U2802,43,Male,195,73,19.2,Improve Fitness,Advanced,Mixed,8.4,6,0,1,66,Lower Body,3,48,315,1
U2803,43,Female,169,54.6,19.1,Improve Fitness,Beginner,Mixed,6.7,6,5,0.72,80,Recovery,1,30,270,1
U2804,41,Female,177,68.9,22,Lose Weight,Intermediate,Gym,8.8,1,3,0.52,45,Cardio,2,43,388,1
U2805,34,Female,174,88.1,29.1,Build Muscle,Intermediate,Mixed,4.6,9,4,0.68,100,Lower Body,2,44,480,1
U2806,22,Male,155,58.6,24.4,Improve Fitness,Intermediate,Mixed,5.9,8,3,0.71,71,Full Body,2,58,595,1
U2807,37,Male,163,67,25.2,Lose Weight,Beginner,Gym,7.8,4,6,0.53,97,Recovery,1,30,206,1
U2808,40,Male,166,70.3,25.5,Lose Weight,Intermediate,Gym,7.9,5,1,0.61,91,Cardio,2,47,401,1
U2809,24,Male,186,81,23.4,Build Muscle,Beginner,Home,7.4,6,3,0.55,57,Push,1,57,488,1
U2810,43,Female,174,83,27.4,Gain Strength,Beginner,Mixed,6.6,5,6,0.57,62,Upper Body,1,40,412,1
U2811,34,Male,159,69.3,27.4,Build Muscle,Beginner,Gym,6.4,8,4,0.7,72,Pull,1,65,621,1
U2812,30,Female,170,49.1,17,Gain Strength,Beginner,Mixed,5.5,4,4,0.78,60,Pull,1,52,359,1
U2813,33,Female,172,85.5,28.9,Gain Strength,Intermediate,Home,8.2,2,4,0.85,99,Upper Body,2,48,544,1
U2814,20,Female,183,81,24.2,Lose Weight,Advanced,Mixed,7.8,6,3,0.61,100,Cardio,3,50,389,1
U2815,25,Female,189,117.2,32.8,Lose Weight,Intermediate,Gym,7.1,5,6,0.79,92,Full Body,2,59,453,1
U2816,41,Male,153,55.9,23.9,Lose Weight,Beginner,Home,6.4,2,0,0.88,73,Lower Body,1,58,514,1
U2817,38,Male,161,65.6,25.3,Improve Fitness,Beginner,Gym,6.2,8,6,0.41,75,Upper Body,1,57,532,0
U2818,34,Female,177,88.7,28.3,Gain Strength,Beginner,Gym,6.9,10,6,0.98,61,Legs,1,51,332,1
U2819,44,Female,164,54.1,20.1,Lose Weight,Beginner,Home,7,8,3,0.71,83,Full Body,1,51,419,1
U2820,36,Male,175,64.9,21.2,Build Muscle,Advanced,Gym,8.6,4,5,1,71,Lower Body,3,50,512,1
U2821,30,Female,189,106.1,29.7,Lose Weight,Beginner,Home,5.9,8,6,0.91,87,Recovery,1,33,336,1
U2822,23,Male,172,83.1,28.1,Improve Fitness,Intermediate,Mixed,7.1,10,6,0.2,62,Upper Body,2,50,359,0
U2823,23,Female,161,56.8,21.9,Lose Weight,Beginner,Home,6,6,3,0.74,65,Full Body,1,52,554,1
U2824,44,Female,171,61.4,21,Build Muscle,Intermediate,Home,5.9,9,0,0.59,88,Upper Body,2,44,435,1
U2825,26,Female,156,52.8,21.7,Gain Strength,Intermediate,Gym,6.5,3,5,0.64,77,Push,2,50,386,1
U2826,42,Female,192,97.3,26.4,Lose Weight,Beginner,Gym,4.5,5,3,0.9,93,Lower Body,1,59,461,1
U2827,43,Male,190,72.6,20.1,Gain Strength,Beginner,Home,6,8,3,0.64,60,Upper Body,1,44,286,0
U2828,36,Female,189,90.7,25.4,Improve Fitness,Beginner,Gym,5,3,2,0.52,95,Lower Body,1,41,402,1
U2829,21,Male,171,60.2,20.6,Lose Weight,Intermediate,Mixed,8.5,4,4,0.78,44,Recovery,2,27,223,1
U2830,29,Female,182,90.1,27.2,Build Muscle,Beginner,Gym,7,4,5,0.64,75,Full Body,1,43,380,1
U2831,37,Female,159,67,26.5,Build Muscle,Beginner,Gym,7.9,5,2,0.93,78,Legs,1,56,547,1
U2832,30,Male,159,47.3,18.7,Gain Strength,Advanced,Home,6.6,4,5,1,82,Legs,3,68,709,1
U2833,38,Female,178,109.3,34.5,Build Muscle,Beginner,Gym,8.6,6,6,0.76,76,Legs,1,60,536,1
U2834,43,Male,168,68.6,24.3,Build Muscle,Beginner,Gym,5.2,5,0,0.72,90,Legs,1,69,490,1
U2835,18,Male,188,77.8,22,Gain Strength,Beginner,Gym,7.6,5,4,0.87,58,Upper Body,1,52,486,1
U2836,38,Female,186,78.2,22.6,Build Muscle,Intermediate,Home,6,2,4,0.57,52,Pull,2,68,717,1
U2837,25,Female,178,65.6,20.7,Lose Weight,Beginner,Mixed,8.7,6,3,0.56,73,Recovery,1,31,271,1
U2838,22,Male,167,62.5,22.4,Gain Strength,Advanced,Gym,8.4,5,6,0.96,84,Push,3,47,415,1
U2839,45,Female,160,66,25.8,Lose Weight,Beginner,Home,6.8,6,3,0.51,100,Lower Body,1,53,461,1
U2840,44,Male,194,80.2,21.3,Build Muscle,Advanced,Gym,7.8,10,0,0.91,63,Upper Body,3,51,539,1
U2841,30,Male,182,95.7,28.9,Build Muscle,Intermediate,Gym,7.9,10,3,1,64,Pull,2,69,754,1
U2842,45,Female,177,59.8,19.1,Improve Fitness,Beginner,Mixed,6.5,10,1,0.76,72,Recovery,1,25,263,1
U2843,20,Male,187,79.7,22.8,Lose Weight,Intermediate,Home,5,2,6,0.8,100,Cardio,2,42,352,1
U2844,29,Male,161,68.4,26.4,Lose Weight,Intermediate,Gym,7.8,1,0,0.82,77,Full Body,2,46,457,1
U2845,22,Male,163,75.5,28.4,Lose Weight,Intermediate,Gym,7.5,9,1,0.66,60,Full Body,2,49,529,1
U2846,20,Female,174,71.1,23.5,Gain Strength,Beginner,Mixed,7.4,4,5,0.66,76,Legs,1,73,541,1
U2847,23,Male,174,79.6,26.3,Build Muscle,Beginner,Gym,8,6,2,0.95,73,Legs,1,66,572,1
U2848,35,Male,179,60.9,19,Lose Weight,Intermediate,Gym,6.7,7,3,0.73,44,Full Body,2,53,419,1
U2849,34,Female,185,103.7,30.3,Build Muscle,Beginner,Gym,7.3,9,1,0.79,92,Push,1,65,622,1
U2850,32,Female,156,53.3,21.9,Lose Weight,Beginner,Gym,7.7,10,6,0.7,69,Cardio,1,42,424,1
U2851,42,Female,191,77.7,21.3,Build Muscle,Beginner,Gym,8.9,10,0,0.65,82,Upper Body,1,51,477,1
U2852,24,Female,184,57.6,17,Build Muscle,Beginner,Mixed,8.4,7,2,0.91,73,Push,1,64,460,1
U2853,45,Female,160,60.2,23.5,Lose Weight,Beginner,Gym,7.5,6,4,1,45,Full Body,1,56,366,1
U2854,45,Male,162,73,27.8,Gain Strength,Beginner,Gym,6.1,8,6,0.72,68,Pull,1,59,634,1
U2855,33,Female,171,66.4,22.7,Improve Fitness,Beginner,Gym,7.1,5,0,0.52,87,Full Body,1,49,541,1
U2856,25,Male,155,40.8,17,Lose Weight,Beginner,Mixed,7.7,9,5,0.66,54,Full Body,1,50,349,1
U2857,33,Male,181,83.2,25.4,Gain Strength,Beginner,Gym,5.4,8,3,0.73,50,Lower Body,1,50,348,0
U2858,30,Female,184,89.4,26.4,Gain Strength,Intermediate,Home,6.1,9,2,0.64,76,Pull,2,48,495,0
U2859,30,Female,179,68.2,21.3,Improve Fitness,Beginner,Gym,7,6,2,0.45,81,Full Body,1,58,570,0
U2860,25,Male,190,115.2,31.9,Gain Strength,Intermediate,Gym,9.5,3,1,0.74,83,Pull,2,60,424,1
U2861,18,Female,184,57.6,17,Build Muscle,Intermediate,Gym,8.8,4,5,0.86,64,Lower Body,2,40,431,1
U2862,45,Female,160,76,29.7,Lose Weight,Intermediate,Home,6.8,9,2,0.64,79,Lower Body,2,55,619,1
U2863,36,Female,175,61.2,20,Build Muscle,Beginner,Gym,8.2,5,3,0.53,56,Pull,1,59,585,1
U2864,24,Female,182,68.6,20.7,Build Muscle,Advanced,Home,7.9,3,4,0.61,51,Push,3,56,470,1
U2865,36,Male,191,80.3,22,Gain Strength,Beginner,Gym,7.1,2,3,0.51,54,Upper Body,1,54,469,1
U2866,29,Female,152,77.2,33.4,Gain Strength,Beginner,Home,6.2,6,1,0.66,66,Pull,1,68,465,0
U2867,43,Male,153,53.1,22.7,Improve Fitness,Intermediate,Mixed,7.8,1,1,0.89,67,Cardio,2,35,396,1
U2868,38,Male,168,54.5,19.3,Build Muscle,Beginner,Home,8.5,3,0,0.7,97,Lower Body,1,40,417,1
U2869,44,Male,174,51.5,17,Lose Weight,Advanced,Home,7.3,10,0,1,66,Cardio,3,50,405,1
U2870,22,Female,155,56.7,23.6,Build Muscle,Beginner,Gym,7.4,0,0,0.62,67,Lower Body,1,55,571,1
U2871,28,Male,156,56.2,23.1,Build Muscle,Intermediate,Home,6.4,8,6,0.94,78,Push,2,54,438,1
U2872,32,Female,169,73.1,25.6,Improve Fitness,Beginner,Mixed,8,7,4,0.67,60,Lower Body,1,40,395,1
U2873,19,Male,187,76.9,22,Improve Fitness,Beginner,Gym,7.1,1,3,0.53,64,Full Body,1,50,562,1
U2874,42,Male,184,75.5,22.3,Gain Strength,Intermediate,Home,9.4,2,4,0.22,69,Legs,2,63,538,1
U2875,36,Male,180,102.7,31.7,Improve Fitness,Intermediate,Gym,7.2,1,3,0.86,73,Full Body,2,57,376,1
U2876,20,Male,161,56.2,21.7,Lose Weight,Beginner,Home,4.6,2,0,0.76,60,Cardio,1,50,399,1
U2877,26,Male,175,64.6,21.1,Build Muscle,Intermediate,Gym,6.6,1,0,1,100,Lower Body,2,63,415,1
U2878,21,Female,160,65,25.4,Lose Weight,Intermediate,Gym,6.6,4,1,0.51,79,Lower Body,2,50,398,1
U2879,35,Male,162,84,32,Build Muscle,Advanced,Gym,6.8,7,1,0.29,82,Full Body,3,57,597,0
U2880,45,Female,171,83.6,28.6,Lose Weight,Intermediate,Gym,5.4,6,3,0.75,78,Cardio,2,46,382,1
U2881,41,Male,186,83.7,24.2,Lose Weight,Intermediate,Mixed,6.2,7,5,0.9,65,Cardio,2,41,298,1
